ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Example_ID
21B-tha,tha,21B,1,21B-1,,Warotamasikkhadit-1972;Bisang-1991;Noss-1964;Bisang-1992,
22A-tha,tha,22A,2,22A-2,,Warotamasikkhadit-1972,
23A-tha,tha,23A,4,23A-4,,Noss-1964,igt-1189
24A-tha,tha,24A,2,24A-2,,Noss-1964,
25A-tha,tha,25A,5,25A-5,,Noss-1964,
25B-tha,tha,25B,1,25B-1,,Noss-1964,
26A-tha,tha,26A,1,26A-1,,Anthony-et-al-1968[passim];Warotamasikkhadit-1972[passim],
27A-tha,tha,27A,1,27A-1,,Haas-1946[128],
28A-tha,tha,28A,1,28A-1,,Morezh-et-al-1961,
29A-tha,tha,29A,1,29A-1,,Morezh-et-al-1961,
20A-tib,tib,20A,1,20A-1,,Denwood-1999,
21A-tib,tib,21A,1,21A-1,,Denwood-1999,
21B-tib,tib,21B,2,21B-2,,Denwood-1999,
22A-tib,tib,22A,3,22A-3,,Denwood-1999,
23A-tib,tib,23A,2,23A-2,,Denwood-1999,
24A-tib,tib,24A,2,24A-2,,Denwood-1999,
25A-tib,tib,25A,2,25A-2,,Denwood-1999,
25B-tib,tib,25B,2,25B-2,,Denwood-1999,
27A-tig,tig,27A,1,27A-1,,Tewolde-2001,
27A-tkm,tkm,27A,1,27A-1,,,
26A-tml,tml,26A,2,26A-2,,Asher-1982[passim],
27A-tml,tml,27A,1,27A-1,,Steever-2001,
26A-tsk,tsk,26A,4,26A-4,,Heath-2005[passim],
27A-tsw,tsw,27A,2,27A-2,,,
20A-tur,tur,20A,1,20A-1,,Lewis-1967;Swift-1963;Underhill-1976,igt-3514 igt-3515
21A-tur,tur,21A,1,21A-1,,Lewis-1967;Swift-1963;Underhill-1976,
21B-tur,tur,21B,1,21B-1,,Swift-1963;Lewis-1967;Underhill-1976,
22A-tur,tur,22A,4,22A-4,,Lewis-1967;Underhill-1976,
23A-tur,tur,23A,2,23A-2,,Lewis-1967,
24A-tur,tur,24A,3,24A-3,,Lewis-1967,
25A-tur,tur,25A,5,25A-5,,Lewis-1967,
25B-tur,tur,25B,2,25B-2,,Lewis-1967,
26A-tur,tur,26A,2,26A-2,,Erguvanli-1984[passim];Kornfilt-1997[passim];Lewis-1967[passim];Thomas-1967[passim];Underhill-1976[passim],
27A-tur,tur,27A,1,27A-1,,Godel-1945[6],
28A-tur,tur,28A,4,28A-4,,Lewis-1967,
29A-tur,tur,29A,3,29A-3,,Lewis-1967,
26A-tvo,tvo,26A,2,26A-2,,Poppe-1968[passim],
26A-ukr,ukr,26A,2,26A-2,,Humesky-1980[passim];Pugh-and-Press-1999[passim];Stechishin-1958[passim];Struk-1978[passim],
26A-urd,urd,26A,2,26A-2,,Schmidt-1999[passim],
26A-uyg,uyg,26A,2,26A-2,,Hahn-1998[passim],
27A-uyg,uyg,27A,1,27A-1,,Dwyer-2001,
20A-vie,vie,20A,2,20A-2,,Binh-1971;Bisang-1991;Bisang-1992;Nguyen-1997;Thompson-1965,
21A-vie,vie,21A,5,21A-5,,Binh-1971;Bisang-1991;Bisang-1992;Nguyen-1997;Thompson-1965,
21B-vie,vie,21B,1,21B-1,,Binh-1971;Bisang-1991;Thompson-1965;Nguyen-1997;Bisang-1992,
22A-vie,vie,22A,1,22A-1,,Thompson-1965,
23A-vie,vie,23A,4,23A-4,,Thompson-1965,
24A-vie,vie,24A,4,24A-4,,Thompson-1965,
25A-vie,vie,25A,4,25A-4,,Thompson-1965,
25B-vie,vie,25B,1,25B-1,,Thompson-1965,
26A-vie,vie,26A,1,26A-1,,Binh-1971[passim];Nguyen-1974b[passim];Huffman-and-Hai-1980[passim];Nguyen-1975[passim];Thompson-1965[passim];Vuong-Gia-Thuy-1975[passim],
27A-vie,vie,27A,1,27A-1,,Nguyen-2001,
28A-vie,vie,28A,1,28A-1,,Solncev-et-al-1960,
29A-vie,vie,29A,1,29A-1,,Solncev-et-al-1960,
26A-wel,wel,26A,2,26A-2,,Bowen-and-Jones-1960[passim];Jones-and-Thomas-1977[passim];Thomas-1992a[passim];Williams-1980b[passim],
27A-wel,wel,27A,3,27A-3,,Kibre-2001,
26A-wlf,wlf,26A,1,26A-1,,Njie-1982[passim];Sauvageot-1965[passim],
27A-wlf,wlf,27A,2,27A-2,,Ka-2001,
27A-wwy,wwy,27A,1,27A-1,,Rubino-2001c,
26A-xho,xho,26A,6,26A-6,,McLaren-1939[passim],
27A-xho,xho,27A,1,27A-1,,Downing-2001,
20A-yor,yor,20A,4,20A-4,,Awobuluyi-1978;Bamgbose-1966;Jakovleva-1963;Rowlands-1969,
21A-yor,yor,21A,1,21A-1,,Awobuluyi-1978;Bamgbose-1966;Jakovleva-1963;Rowlands-1969,
21B-yor,yor,21B,1,21B-1,,Awobuluyi-1978;Rowlands-1969;Bamgbose-1966;Jakovleva-1963,
22A-yor,yor,22A,4,22A-4,,Awobuluyi-1978;Rowlands-1969,
23A-yor,yor,23A,3,23A-3,,Awobuluyi-1978,
24A-yor,yor,24A,1,24A-1,,Awobuluyi-1978,igt-3918
25A-yor,yor,25A,5,25A-5,,Awobuluyi-1978,
25B-yor,yor,25B,2,25B-2,,Awobuluyi-1978,
26A-yor,yor,26A,1,26A-1,,Awobuluyi-1978[passim];Bamgbose-1966[passim];Ogunbowale-1970[passim];Rowlands-1969[passim],
27A-yor,yor,27A,1,27A-1,,Akinlabi-2001,
28A-yor,yor,28A,4,28A-4,,Rowlands-1969,
29A-yor,yor,29A,1,29A-1,,Rowlands-1969,
20A-zul,zul,20A,1,20A-1,,Doke-1927;Poulos-and-Bosch-1997;Ziervogel-et-al-1981,
21A-zul,zul,21A,5,21A-5,,Doke-1927;Poulos-and-Bosch-1997;Ziervogel-et-al-1981,
21B-zul,zul,21B,1,21B-1,,Doke-1927;Poulos-and-Bosch-1997;Ziervogel-et-al-1981,
22A-zul,zul,22A,3,22A-3,,Doke-1927;Ziervogel-et-al-1981,
23A-zul,zul,23A,1,23A-1,,Doke-1927;Poulos-and-Msimang-1998,
24A-zul,zul,24A,2,24A-2,,Doke-1927;Poulos-and-Msimang-1998,
25A-zul,zul,25A,5,25A-5,,Doke-1927;Poulos-and-Msimang-1998,
25B-zul,zul,25B,2,25B-2,,Poulos-and-Msimang-1998;Doke-1927,
26A-zul,zul,26A,6,26A-6,,Poulos-and-Bosch-1997[passim],
27A-zul,zul,27A,2,27A-2,,Canonici-1995,
28A-zul,zul,28A,1,28A-1,,Oxotina-1961,
29A-zul,zul,29A,2,29A-2,,Oxotina-1961,
