lang,iso_code,wals_code,script,variety,name,family,genus,d_gen,d_geo,d_syn,d_inv,d_pho,d_fea,20A,21A,21B,22A,23A,24A,25A,25B,26A,27A,28A,29A,81A,ttr_flores,rttr_flores,mattr_flores,ttr,msp,ws,wh,lh,is,mfh,-ia,h_dep,h_codep,SO_prop,head_finality,wiki_size
bul_Cyrl,bul,bul,Cyrl,bulg1262,Bulgarian,Indo-European,Slavic,0.8571,0.1,0.48,0.521,0.2804,0.5,,,,,,,,,2.0,,,,2.0,0.3035671342685371,47.95015615146525,0.567364443172071,0.3551605,1.430487855,0.46335577,10.54129902,9.801146364,9.6,3.7559373,-0.3490676305,0.4741220041274399,0.6810344227417745,-0.964744953169894,0.35,299630.0
cat_Latn,cat,ctl,Latn,stan1289,Catalan,Indo-European,Romance,0.9,0.1,0.53,0.4581,0.2804,0.5,,,,,,,,,,3.0,,,2.0,0.2224662692187009,37.67701240656604,0.5118151433437397,0.2578375,1.252523247,0.4262502014,9.447236817,8.749057703,6.0,3.552881864,-0.517017017,0.3913597655460314,0.62481517904437,,0.36,755507.0
ceb_Latn,ceb,ceb,Latn,cebu1242,Cebuano,Austronesian,Greater Central Philippine,1.0,0.6,0.8,0.5371,0.5687,0.7,,,,,,,,,,,,,3.0,0.2263492964599975,35.54548878324374,0.4928199652346541,,,,,,,,,,,,,6117174.0
ces_Latn,ces,cze,Latn,czec1258,Czech,Indo-European,Slavic,0.9,0.1,0.66,0.5368,0.5687,0.6,,,,,,,,,3.0,,,,2.0,0.380997177798683,56.92434450371649,0.6576810850440058,0.4080221666666666,1.509301801,0.4116308982333334,11.21911277,10.207946061666666,11.4,3.9536920283333337,-0.3273692854333333,0.5675276288157657,0.8729961845050049,-0.780695692236812,0.4,549882.0
chv_Cyrl,chv,chv,Cyrl,chuv1255,Chuvash,Altaic,Turkic,1.0,0.2,0.75,0.5319,0.3433,0.6,,,,,,,,,2.0,,,,1.0,0.4390787518573551,58.081339951141445,0.795556444496749,,,,,,,,,,,,,56259.0
cjk_Latn,cjk,,Latn,chok1245,Chokwe,Eastern Sudanic,Eastern Nilotic,1.0,0.4,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,,0.3808669809387169,53.20699455257253,0.7002325287900242,,,,,,,,,,,,,
ckb_Arab,ckb,krd,Arab,cent1972,Central Kurdish,Indo-European,Iranian,0.9,0.2,0.92,0.5983,0.5687,0.9,,,,,,,,,3.0,,,,1.0,0.4093196351818849,56.536510602754205,0.722619301361735,,,,,,,,,,,,,67315.0
cmn_Hans,cmn,mnd,Hans,beij1234,Mandarin Chinese (Standard Beijing),Sino-Tibetan,Chinese,1.0,0.4,0.55,0.5926,0.39,0.6,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.2427180560025748,38.266408661690924,0.5766596050416682,0.3006155,1.000835208,0.5520700313,10.78694394,10.77949026,1.0,2.741359573,-0.998998999,,,,0.64,
cmn_Hant,cmn,mnd,Hant,taib1240,Mandarin Chinese (Taiwanese),Sino-Tibetan,Chinese,1.0,0.4,0.55,0.5926,0.39,0.6,7.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.276319572807558,43.11382337808192,0.6014526545332392,0.3006155,1.000835208,0.5520700313,10.78694394,10.77949026,1.0,2.741359573,-0.998998999,,,,0.64,1430580.0
crh_Latn,crh,cri,Latn,crim1257,Crimean Tatar,Altaic,Turkic,1.0,0.1,0.57,0.5983,0.805,0.9,,,,,,,,,,,,,,0.4502522585943916,58.785083862421736,0.7584797244213408,,,,,,,,,,,,,28335.0
cym_Latn,cym,wel,Latn,wels1247,Welsh,Indo-European,Celtic,0.9,0.0,0.57,0.5983,0.5687,0.8,,,,,,,,,2.0,3.0,,,3.0,0.2226671672298001,34.476040066583536,0.5515587458464848,,,,,,,,,,,,0.24,280804.0
dan_Latn,dan,dsh,Latn,dani1285,Danish,Indo-European,Germanic,0.7,0.0,0.5,0.5983,0.5687,0.7,,,,,,,,,2.0,,,,2.0,0.2673973272490221,41.89186864697411,0.5510269910584462,,,,,,,,,0.4537831717972017,0.5687595097933965,-0.989455819626114,0.36,301028.0
deu_Latn,deu,ger,Latn,stan1295,German,Indo-European,Germanic,0.4286,0.1,0.42,0.4364,0.3277,0.4,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,7.0,0.2808970828843928,44.46610581581483,0.5721811889250759,,,,,,,,,0.5519564383964074,0.6136455718816275,-0.915712503827855,0.495,2927346.0
dgo_Deva,dgo,dgi,Deva,dogr1250,Dogri,Indo-European,Indic,0.9,0.3,0.9,0.5983,0.5687,0.9,,,,,,,,,,,,,,0.2371175850036517,37.22519532200389,0.5896990102290058,,,,,,,,,,,,,
dik_Latn,dik,,Latn,sout2832,Southwestern Dinka,Eastern Sudanic,Eastern Nilotic,1.0,0.3,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,,0.2031375703942075,30.385197999053307,0.4999873828571406,,,,,,,,,,,,,327.0
dyu_Latn,dyu,dyu,Latn,dyul1238,Dyula,Mande,Western Mande,1.0,0.2,0.57,0.4752,0.5687,0.6,,,,,,,,,,,,,,0.3054396903891636,46.57830096551643,0.6286529267006539,,,,,,,,,,,,,
dzo_Tibt,dzo,,Tibt,dzon1239,Dzongkha,Eastern Sudanic,Eastern Nilotic,1.0,0.4,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,,0.9010471998785856,73.14039393986857,0.9466778325123222,,,,,,,,,,,,,278.0
ekk_Latn,ekk,est,Latn,esto1258,Estonian,Uralic,Finnic,1.0,0.1,0.69,0.5983,0.5687,0.8,,,,,,,,,2.0,,,,2.0,0.4138204924543288,58.73336041041143,0.664416798167491,0.4908085,1.471287946,0.4581399005,11.89101568,10.86535025,9.93,3.704047588,-0.1770093447,,,-0.841506391800069,0.525,246104.0
ell_Grek,ell,grk,Grek,mode1248,Greek,Indo-European,Greek,0.8333,0.1,0.52,0.5516,0.195,0.5,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,7.0,0.2950345981294198,47.84839058405515,0.5815503623609624,0.2487795,1.613331432,0.5169611596,9.696859999,8.351142064,9.0,3.668587514,-0.3470446494,0.4151166361668909,0.6754410575827845,-0.896307616891824,0.45,236759.0
eng_Latn,eng,eng,Latn,stan1293,English,Indo-European,Germanic,0.0,0.0,0.0,0.0,0.0002,0.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,0.2335391771593552,36.87996973664817,0.5436593150292637,0.21322975,1.1999853225,0.3447120456,9.6080137905,9.191172055,6.1375,3.72410539275,-0.67024734315,0.3612439683565323,0.3844439063173674,-0.993680964355451,0.4216666666666666,6853882.0
epo_Latn,epo,,Latn,espe1235,Esperanto,Eastern Sudanic,Eastern Nilotic,1.0,0.0,0.73,0.5983,0.5687,0.8,,,,,,,,,,,,,,0.3344983031960695,47.00028504495311,0.6157938058615605,,,,,,,,,,,,,356062.0
eus_Latn,eus,bsq,Latn,basq1248,Basque,Basque,Basque,1.0,0.1,0.61,0.6205,0.3498,0.6,1.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,4.0,1.0,2.0,3.0,1.0,0.3450618122537698,51.27739277082763,0.6301535396590038,0.3767215,1.779372454,0.5698891725,11.32465899,9.678489659,19.13,3.76816246,-0.3170176164,0.6524873930407307,0.8742562979384555,,0.71,436820.0
ewe_Latn,ewe,ewe,Latn,ewee1241,Ewe,Niger-Congo,Gbe,1.0,0.3,0.66,0.5249,0.3695,0.6,,,,,4.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,0.1974485116317852,30.57966891724197,0.5072291906160753,,,,,,,,,,,,,906.0
fao_Latn,fao,far,Latn,faro1244,Faroese,Indo-European,Germanic,0.7,0.1,0.61,0.5983,0.5687,0.8,,,,,,,,,,,,,,0.2794075877459931,43.86343179938055,0.5519764764350272,,,,,,,,,,,,0.3,14114.0
fij_Latn,fij,fij,Latn,fiji1243,Fijian,Austronesian,Oceanic,1.0,0.8,0.66,0.5233,0.4638,0.6,2.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,7.0,0.1187940761636107,20.00543032766865,0.3820318007250325,,,,,,,,,,,,,1296.0
fil_Latn,fil,,Latn,fili1244,Filipino,Eastern Sudanic,Eastern Nilotic,1.0,0.6,0.57,0.458,0.5687,0.6,,,,,,,,,,,,,,0.2273790178748365,36.11749472967273,0.4956520297590085,,,,,,,,,,,,,
fin_Latn,fin,fin,Latn,finn1318,Finnish,Uralic,Finnic,1.0,0.1,0.53,0.4694,0.2736,0.5,1.0,2.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,0.4636064180214642,63.60369174548988,0.6907436555149258,0.49185625,1.6473674535,0.51525612905,11.9248204,10.52468358,16.645,3.7842248115,-0.18550286815,0.5589332145876035,0.686841632123994,-0.912153872061972,0.485,576635.0
fon_Latn,fon,fon,Latn,fonn1241,Fon,Niger-Congo,Gbe,1.0,0.3,0.65,0.492,0.5687,0.6,,,,,,,,,,,,,2.0,0.1763473362415415,30.08932076774208,0.4484324456559665,,,,,,,,,,,,,1685.0
fra_Latn,fra,fre,Latn,stan1290,French,Indo-European,Romance,0.9,0.0,0.46,0.4753,0.427,0.5,1.0,5.0,2.0,3.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,0.2188639383923399,37.49350712182043,0.5282185246811001,0.254833,1.259284245,0.44809908045,9.450808215,8.647569557499999,6.5,3.3477259725,-0.5554926184,0.4039850921398672,0.4972663586153365,-0.994852093151145,0.355,2623604.0
fur_Latn,fur,,Latn,east2271,Friulian,Eastern Sudanic,Eastern Nilotic,0.9,0.1,0.57,0.4724,0.5687,0.6,,,,,,,,,,,,,,0.2229600763480197,35.357278572923946,0.5260864943811236,,,,,,,,,,,,,4202.0
fuv_Latn,fuv,fni,Latn,nige1253,Nigerian Fulfulde,Niger-Congo,Peul-Serer,1.0,0.2,1.0,0.4694,0.5687,0.6,,,,,,,,,,,,,,0.2453746530989824,36.07925352179701,0.5797053169831007,,,,,,,,,,,,,2404.0
gaz_Latn,gaz,owc,Latn,west2721,West Central Oromo,Afro-Asiatic,Lowland East Cushitic,1.0,0.3,0.91,0.5983,0.5687,0.9,,,,,,,,,,,,,,0.4198963618698046,57.15219854900781,0.759003494757849,,,,,,,,,,,,,1839.0
gla_Latn,gla,gae,Latn,scot1245,Scottish Gaelic,Indo-European,Celtic,0.9,0.0,0.55,0.5983,0.5687,0.7,,,,,,,,,3.0,3.0,,,3.0,0.2103253458016754,33.69475057983727,0.549994993244874,,,,,,,,,,,,0.25,15980.0
gle_Latn,gle,iri,Latn,iris1253,Irish,Indo-European,Celtic,0.9,0.0,0.62,0.5193,0.5687,0.6,,,,,,,,,4.0,3.0,3.0,2.0,3.0,0.2248248457596988,38.08044452406061,0.5455197587797185,,,,,,,,,0.3806442227561202,0.2954942567819,,0.23,60457.0
glg_Latn,glg,glc,Latn,gali1258,Galician,Indo-European,Romance,0.9,0.1,0.67,0.4997,0.5687,0.6,,,,,,,,,,,,,,0.2772361359570662,41.455841648648914,0.594510132198873,,,,,,,,,0.4454099987044514,0.590367762152982,,0.35,212226.0
gom_Deva,gom,,Deva,goan1235,Goan Konkani,Eastern Sudanic,Eastern Nilotic,0.9,0.4,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,,0.4357761107905366,57.36707408165535,0.7844202958826091,,,,,,,,,,,,,3595.0
gug_Latn,gug,gua,Latn,para1311,Paraguayan Guaraní,Tupian,Maweti-Guarani,1.0,0.5,0.71,0.522,0.4638,0.6,1.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,6.0,,1.0,3.0,2.0,0.3730949925518506,49.29091794131705,0.6552701857859135,,,,,,,,,,,,,
guj_Gujr,guj,guj,Gujr,guja1252,Gujarati,Indo-European,Indic,0.9,0.3,0.68,0.4753,0.5687,0.6,,,,,,,,,,,,,1.0,0.3366774207804835,50.643939336368014,0.6668228488792645,,,,,,,,,,,,,30414.0
hat_Latn,hat,hcr,Latn,hait1244,Haitian Creole,other,Creoles and Pidgins,0.9,0.4,0.65,0.5983,0.5687,0.8,,,,,,,,,,,,,,0.1934686025740851,28.586909194121272,0.5250773413330904,,,,,,,,,,,,,69703.0
hau_Latn,hau,hau,Latn,haus1257,Hausa,Afro-Asiatic,West Chadic,1.0,0.2,0.45,0.5337,0.427,0.5,2.0,5.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,4.0,1.0,2.0,0.189664490915894,29.41512208980797,0.5653918655005684,,,,,,,,,,,,,48792.0
heb_Hebr,heb,heb,Hebr,hebr1245,Hebrew,Afro-Asiatic,Semitic,1.0,0.2,0.52,0.5549,0.5687,0.6,6.0,5.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,0.4109269430807369,58.94044771465983,0.6845379097339904,0.265816,1.404472533,0.188939859,9.489467886,8.799549238,12.0,3.582896654,-0.4390258522,0.3585033523111254,0.6188741742433425,,0.33,358020.0
hin_Deva,hin,hin,Deva,hind1269,Hindi,Indo-European,Indic,0.9,0.4,0.59,0.4684,0.3433,0.5,1.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,0.1940029667302394,32.64442213072864,0.5288203487327059,0.2209145,1.197362476,0.2165604927,9.677578621,9.024242814,10.48,3.386435367,-0.6769703836,0.1624120983654735,0.4975648564156359,-0.873837954999652,0.9,162823.0
hne_Deva,hne,,Deva,chha1249,Chhattisgarhi,Eastern Sudanic,Eastern Nilotic,0.9,0.4,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,,0.2446123821783,37.96065783692856,0.5650091587516978,,,,,,,,,,,,,
hrv_Latn,hrv,,Latn,croa1245,Croatian,Eastern Sudanic,Eastern Nilotic,0.9,0.1,0.79,0.5093,0.5687,0.6,,,,,,,,,,,,,,0.3687464123283437,55.49235343138727,0.6283555174282113,,,,,,,,,0.436273591925776,0.734685908968786,-0.855648162709021,0.38,221252.0
hun_Latn,hun,hun,Latn,hung1274,Hungarian,Uralic,Ugric,1.0,0.1,0.6,0.4581,0.3433,0.5,1.0,1.0,1.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,4.0,3.0,7.0,0.3828096621867054,56.81081113569945,0.6165448548199659,0.348783,1.391733545,0.5965972903,10.77446023,10.17339126,8.0,3.72509046,-0.3979728231,0.4268370635128947,0.7945119563162655,-0.726768887767121,0.72,543917.0
hye_Armn,hye,arm,Armn,nucl1235,Armenian,Indo-European,Armenian,0.9,0.2,0.66,0.5064,0.5032,0.6,,,,2.0,,,,,2.0,2.0,3.0,3.0,7.0,0.3791647753064003,56.277556522421634,0.6614212995216339,,,,,,,,,,,,0.66,311958.0
ibo_Latn,ibo,igb,Latn,nucl1417,Igbo,Niger-Congo,Igboid,1.0,0.3,0.61,0.4772,0.427,0.5,,,,,,,,,,1.0,1.0,1.0,2.0,0.2003914546287427,31.052917410019788,0.529269881772564,,,,,,,,,,,,,34275.0
ilo_Latn,ilo,ilo,Latn,ilok1237,Ilocano,Austronesian,Northern Luzon,1.0,0.5,0.7,0.5032,0.5687,0.6,,,,,,,,,,1.0,,,3.0,0.2433936022253129,38.05511704410606,0.4782244957614472,,,,,,,,,,,,,
ind_Latn,ind,ind,Latn,indo1316,Indonesian,Austronesian,Malayo-Sumbawan,1.0,0.6,0.52,0.4546,0.2736,0.5,2.0,5.0,1.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.2384247171453437,36.1431739784892,0.5783562119122757,0.302711,1.038599384,0.3359898069,10.75660006,10.68784507,6.7,2.711112641,-0.8030036024,0.3237585665377339,0.4990354825170898,-0.999239299479343,0.225,698605.0
isl_Latn,isl,ice,Latn,icel1247,Icelandic,Indo-European,Germanic,0.7,0.1,0.47,0.4694,0.5687,0.5,,,,,2.0,2.0,2.0,2.0,2.0,,,,2.0,0.3182034941691594,48.32818688096658,0.5919202410492679,,,,,,,,,,,,0.295,58673.0
ita_Latn,ita,ita,Latn,ital1282,Italian,Indo-European,Romance,0.9,0.1,0.51,0.5064,0.5687,0.5,,,,,,,,,2.0,3.0,,,2.0,0.2507390780685426,41.5039451899562,0.5739762081784234,0.2437408333333333,1.304717124666667,0.5009519405333334,9.430709779666666,8.619637586000001,6.0,3.492087011333333,-0.5456943969666667,0.4682571438046256,0.643149735768213,-0.969358493089985,0.366,1872797.0
jav_Latn,jav,jav,Latn,java1254,Javanese,Austronesian,Javanese,1.0,0.6,0.82,0.4438,0.529,0.6,,,,,,,,,,,,,,0.2699478001491424,36.987774347152246,0.6151306155950625,,,,,,,,,,,,,73940.0
jpn_Jpan,jpn,jpn,Jpan,nucl1643,Japanese,Japanese,Japanese,1.0,0.5,0.66,0.5472,0.5032,0.6,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.1617769331274498,29.687720216923807,0.4387167616119596,0.2827255,1.043163617,0.3218547644,9.533716339,9.313048038,0.0,1.342381297,-0.9159938381,0.0,0.4688421344479345,-0.952859034942852,0.905,1422547.0
kab_Latn,kab,kbl,Latn,kaby1243,Kabyle,Afro-Asiatic,Berber,1.0,0.1,0.69,0.6656,0.5687,0.7,,,,,,,,,,,,,3.0,0.3115251299826689,44.89854247208757,0.5737519853993129,,,,,,,,,,,,,6830.0
kac_Latn,kac,jng,Latn,kach1280,Jingpho,Sino-Tibetan,Brahmaputran,1.0,0.4,0.75,0.4928,0.4054,0.6,,,,,,,,,1.0,,,,1.0,0.085017087355357,15.527667556326437,0.4117917769865274,,,,,,,,,,,,,
kam_Latn,kam,kba,Latn,kamb1297,Kamba,Niger-Congo,Bantu,1.0,0.4,0.81,0.5233,0.5687,0.7,,,,,,,,,6.0,,,,2.0,0.3275677255895537,46.92800676715952,0.6373951560549362,,,,,,,,,,,,,
kan_Knda,kan,knd,Knda,nucl1305,Kannada,Dravidian,Dravidian,1.0,0.4,0.64,0.4738,0.3498,0.5,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,0.4436020899498002,61.98059453542915,0.6855636860642492,,,,,,,,,,,,,32424.0
kas_Arab,kas,kas,Arab,kash1277,Kashmiri (Arabic script),Indo-European,Indic,0.9,0.3,0.65,0.4579,0.4121,0.5,,,,,,,,,,,,,2.0,0.4321410625371157,63.93789527034116,0.7292963724756825,,,,,,,,,,,,,
kas_Deva,kas,kas,Deva,kash1277,Kashmiri (Devanagari script),Indo-European,Indic,0.9,0.3,0.65,0.4579,0.4121,0.5,,,,,,,,,,,,,2.0,0.3629346977712254,55.11590895871316,0.6536502238177514,,,,,,,,,,,,,5321.0
kat_Geor,kat,geo,Geor,nucl1302,Georgian,Kartvelian,Kartvelian,1.0,0.2,0.61,0.5667,0.4816,0.6,1.0,1.0,2.0,5.0,3.0,2.0,5.0,2.0,3.0,1.0,3.0,3.0,1.0,0.5013835085777532,63.93966788264542,0.8074119512814155,,,,,,,,,,,,,173559.0
kaz_Cyrl,kaz,kaz,Cyrl,kaza1248,Kazakh,Altaic,Turkic,1.0,0.2,0.9,0.5983,0.805,0.9,,,,,,,,,,,,,,0.4583358994888218,58.40321706888938,0.7931772779260553,,,,,,,,,0.0701853281089131,0.5300342362888815,,0.79,236495.0
kbp_Latn,kbp,kby,Latn,kabi1261,Kabiyè,Niger-Congo,Grusi,1.0,0.2,0.73,0.4496,0.5687,0.6,,,,,,,,,,,,,2.0,0.2433733930739919,37.60965515058654,0.554409802412108,,,,,,,,,,,,,
kea_Latn,kea,,Latn,kabu1256,Kabuverdianu,Eastern Sudanic,Eastern Nilotic,0.9,0.2,0.57,0.5555,0.5687,0.7,,,,,,,,,,,,,,0.2403383875739645,35.34853995566212,0.5456422656508816,,,,,,,,,,,,,
khk_Cyrl,khk,kha,Cyrl,halh1238,Halh Mongolian,Altaic,Mongolic,1.0,0.3,0.69,0.5109,0.2804,0.6,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,0.3635584137191854,49.66266483658477,0.7473752546665748,,,,,,,,,,,,,23879.0
khm_Khmr,khm,khm,Khmr,cent1989,Khmer (Central),Austro-Asiatic,Khmer,1.0,0.5,0.64,0.5101,0.5207,0.6,,,,,,,,,1.0,1.0,1.0,1.0,2.0,0.1601017659383418,29.2640452775106,0.5101053143325927,,,,,,,,,,,,,10533.0
kik_Latn,kik,kik,Latn,kiku1240,Kikuyu,Niger-Congo,Bantu,1.0,0.3,0.75,0.5207,0.5687,0.6,,,,,,,,,6.0,1.0,,,2.0,0.2748686514886164,41.54064749189081,0.5848390850901918,,,,,,,,,,,,,1775.0
kin_Latn,kin,kin,Latn,kiny1244,Kinyarwanda,Niger-Congo,Bantu,1.0,0.3,0.77,0.5182,0.5687,0.6,,,,,,,,,,,,,2.0,0.3599481865284974,50.00560020451181,0.694782086059246,,,,,,,,,,,,,7412.0
kir_Cyrl,kir,kgz,Cyrl,kirg1245,Kyrgyz,Altaic,Turkic,1.0,0.3,0.77,0.5503,0.3277,0.6,,,,,,,,,2.0,,,,,0.388380716934487,55.23341861156519,0.6875097840413793,,,,,,,,,,,,,78894.0
kmb_Latn,kmb,,Latn,kimb1241,Kimbundu,Eastern Sudanic,Eastern Nilotic,1.0,0.4,0.57,0.5983,0.5687,0.6,,,,,,,,,,,,,,0.277214427929805,40.739204459779806,0.5961896862261694,,,,,,,,,,,,,
kmr_Latn,kmr,kji,Latn,nort2641,Northern Kurdish,Indo-European,Iranian,0.9,0.2,0.74,0.4991,0.3277,0.6,,,,,,,,,,,,,,0.2951773835920177,43.43021392018457,0.6253097545983262,,,,,,,,,0.2562413953378974,0.0,,,77959.0
knc_Arab,knc,knr,Arab,cent2050,Central Kanuri (Arabic script),Saharan,Western Saharan,1.0,0.2,0.73,0.484,0.3277,0.6,,,,,3.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,0.5669509103480065,74.69134459778043,0.7522874770125235,,,,,,,,,,,,,
knc_Latn,knc,knr,Latn,cent2050,Central Kanuri (Latin script),Saharan,Western Saharan,1.0,0.2,0.73,0.484,0.3277,0.6,,,,,3.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,0.3806918017972789,53.72881845926603,0.6507710607620873,,,,,,,,,,,,,
kor_Hang,kor,kor,Hang,kore1280,Korean,Korean,Korean,1.0,0.4,0.62,0.4866,0.4638,0.5,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5933598937583001,72.81664652141137,0.8616644461231846,0.5807387500000001,0.995823606,0.222727112,12.760775425,12.77096616,0.0,1.218765428,-0.8032718347,0.0844287151009395,0.232509952140781,-0.977534425451092,0.7949999999999999,677126.0
ktu_Latn,ktu,ktb,Latn,kitu1246,Kituba (DRC),other,Creoles and Pidgins,1.0,0.3,0.57,0.5274,0.5687,0.7,,,,,,,,,,,,,,0.1477100864776825,23.71977485967126,0.4207565643783744,,,,,,,,,,,,,
lao_Laoo,lao,lao,Laoo,laoo1244,Lao,Tai-Kadai,Kam-Tai,1.0,0.5,0.59,0.522,0.5687,0.6,,,,,,,,,1.0,,,,2.0,0.7758438818565401,58.51323825112494,0.8242597803044868,,,,,,,,,,,,,3940.0
